MGI Gene/Marker ID,Symbol,Name,Chr,Qualifier,Annotated Term,Context,Proteoform,Evidence,Inferred From,Reference(s)
MGI:1891408,Onecut2,"one cut domain, family member 2",18,,cell migration,happens in septum transversum hepatic component,,IGI,MGI:1196423 ,J:127540 
MGI:1891408,Onecut2,"one cut domain, family member 2",18,,cell migration,happens in liver,,IGI,MGI:1196423 ,J:127540 
MGI:1891408,Onecut2,"one cut domain, family member 2",18,,mesenchymal stem cell migration,results in the movement of mesenchymal stem cell,,IGI,MGI:1196423 ,J:127540 
MGI:1891408,Onecut2,"one cut domain, family member 2",18,,positive regulation of mesenchymal stem cell migration,"positively regulates cell migration,positively regulates mesenchymal stem cell migration",,IGI,MGI:1196423 ,J:127540 
MGI:2157548,Or51e2,olfactory receptor family 51 subfamily E member 2,7,,cell migration,,,ISO,Q9H255 ,J:164563 
MGI:2443807,Osbpl8,oxysterol binding protein-like 8,10,,negative regulation of cell migration,,,IMP,,J:176266 
MGI:1919089,Osgin1,oxidative stress induced growth inhibitor 1,8,,regulation of cell migration,,,ISO,Q9UJX0 ,J:164563 
MGI:1338039,Ovol2,ovo like zinc finger 2,2,,neural crest cell migration,"happens in branchial arch,results in the movement of migratory cranial neural crest cell",,IMP,MGI:3522498 ,J:106405 
MGI:1917378,Oxsr1,oxidative-stress responsive 1,9,,positive regulation of T cell chemotaxis,,,IBA,PTN001221360 ,J:265628 
MGI:1917378,Oxsr1,oxidative-stress responsive 1,9,,positive regulation of T cell chemotaxis,"happens in T cell,is a part of cellular response to chemokine",,IMP,,J:259583 
MGI:1917378,Oxsr1,oxidative-stress responsive 1,9,,positive regulation of T cell chemotaxis,,,ISO,O95747 ,J:164563 
MGI:1338859,P2rx4,"purinergic receptor P2X, ligand-gated ion channel 4",5,,positive regulation of blood vessel endothelial cell migration,,,ISO,Q99571 ,J:164563 
MGI:1338859,P2rx4,"purinergic receptor P2X, ligand-gated ion channel 4",5,,positive regulation of endothelial cell chemotaxis,,,ISO,Q99571 ,J:164563 
MGI:1338859,P2rx4,"purinergic receptor P2X, ligand-gated ion channel 4",5,,positive regulation of microglial cell migration,,,ISO,RGD:62073 ,J:155856 
MGI:105049,P2ry1,"purinergic receptor P2Y, G-protein coupled 1",3,,glial cell migration,,,ISO,RGD:3242 ,J:155856 
MGI:105107,P2ry2,"purinergic receptor P2Y, G-protein coupled 2",7,,positive regulation of smooth muscle cell migration,,,ISO,RGD:62088 ,J:155856 
MGI:2673874,P2ry6,"pyrimidinergic receptor P2Y, G-protein coupled, 6",7,,positive regulation of smooth muscle cell migration,,,ISO,RGD:620269 ,J:155856 
MGI:1918089,P2ry12,"purinergic receptor P2Y, G-protein coupled 12",3,,cytosolic calcium signaling involved in initiation of cell movement in glial-mediated radial cell migration,,,ISO,RGD:621681 ,J:155856 
MGI:1918089,P2ry12,"purinergic receptor P2Y, G-protein coupled 12",3,,glial cell migration,,,ISO,RGD:621681 ,J:155856 
MGI:1918089,P2ry12,"purinergic receptor P2Y, G-protein coupled 12",3,,positive regulation of microglial cell migration,,,ISO,RGD:621681 ,J:155856 
MGI:1918089,P2ry12,"purinergic receptor P2Y, G-protein coupled 12",3,,regulation of microglial cell migration,,,IDA,,J:116110 
MGI:1918089,P2ry12,"purinergic receptor P2Y, G-protein coupled 12",3,,"substrate-dependent cell migration, cell extension","uses CHEBI:15422,is a part of cellular response to ATP|uses CHEBI:16761",,IMP,,J:116110 
MGI:1338892,Padi2,"peptidyl arginine deiminase, type II",4,,negative regulation of lymphocyte chemotaxis,,,ISO,Q9Y2J8 ,J:164563 
MGI:109520,Pafah1b1,"platelet-activating factor acetylhydrolase, isoform 1b, subunit 1",11,,ameboidal-type cell migration,results in the movement of osteoclast,,IMP,,J:180994 
MGI:109520,Pafah1b1,"platelet-activating factor acetylhydrolase, isoform 1b, subunit 1",11,,cell migration,,,IMP,MGI:2384054 ,J:82268 
MGI:109520,Pafah1b1,"platelet-activating factor acetylhydrolase, isoform 1b, subunit 1",11,,interneuron migration,"happens in telencephalon,results in the movement of CNS interneuron",,IMP,MGI:2384054 ,J:92321 
MGI:109520,Pafah1b1,"platelet-activating factor acetylhydrolase, isoform 1b, subunit 1",11,,interneuron migration,"happens in telencephalon,results in the movement of inhibitory interneuron",,IMP,MGI:2384054 ,J:92321 
MGI:109520,Pafah1b1,"platelet-activating factor acetylhydrolase, isoform 1b, subunit 1",11,,layer formation in cerebral cortex,,,IGI,MGI:1340044 ,J:129338 
MGI:109520,Pafah1b1,"platelet-activating factor acetylhydrolase, isoform 1b, subunit 1",11,,myeloid leukocyte migration,results in the movement of osteoclast,,IMP,,J:180994 
MGI:109520,Pafah1b1,"platelet-activating factor acetylhydrolase, isoform 1b, subunit 1",11,,neuron migration,results in the movement of granule cell,,IGI,MGI:1932915 ,J:100552 
MGI:109520,Pafah1b1,"platelet-activating factor acetylhydrolase, isoform 1b, subunit 1",11,,neuron migration,,,IGI,MGI:894689 ,J:84075 
MGI:109520,Pafah1b1,"platelet-activating factor acetylhydrolase, isoform 1b, subunit 1",11,,neuron migration,results in the movement of granule cell,,IMP,MGI:2384054 ,J:85751 
MGI:109520,Pafah1b1,"platelet-activating factor acetylhydrolase, isoform 1b, subunit 1",11,,neuron migration,,,IMP,MGI:2384054 ,J:49531 
MGI:109520,Pafah1b1,"platelet-activating factor acetylhydrolase, isoform 1b, subunit 1",11,,neuron migration,,,ISO,RGD:620331 ,J:155856 
MGI:109520,Pafah1b1,"platelet-activating factor acetylhydrolase, isoform 1b, subunit 1",11,,neuron migration,,,ISO,P43034 ,J:164563 
MGI:109520,Pafah1b1,"platelet-activating factor acetylhydrolase, isoform 1b, subunit 1",11,,radial glia-guided pyramidal neuron migration,"happens in hippocampus,results in the movement of pyramidal neuron",,IGI,MGI:1932915 ,J:100552 
MGI:1339975,Pak1,p21 (RAC1) activated kinase 1,7,,cell migration,,,ISO,Q13153 ,J:241798 
MGI:1339975,Pak1,p21 (RAC1) activated kinase 1,7,,positive regulation of cell migration,,,ISO,Q13153 ,J:164563 
MGI:1339975,Pak1,p21 (RAC1) activated kinase 1,7,,positive regulation of fibroblast migration,,,ISO,RGD:3250 ,J:155856 
MGI:1339975,Pak1,p21 (RAC1) activated kinase 1,7,,positive regulation of vascular associated smooth muscle cell migration,,,ISO,RGD:3250 ,J:155856 
MGI:1339656,Pak3,p21 (RAC1) activated kinase 3,X,,positive regulation of fibroblast migration,,,ISO,RGD:3251 ,J:155856 
MGI:1919583,Palld,"palladin, cytoskeletal associated protein",8,,cell migration,,,IEA,IPR033017 ,J:72247 
MGI:2135608,Pard3,par-3 family cell polarity regulator,8,,"wound healing, spreading of cells",,,IMP,,J:152567 
MGI:2135637,Park7,"Parkinson disease (autosomal recessive, early onset) 7",4,,negative regulation of smooth muscle cell migration,,,ISO,RGD:621808 ,J:155856 
MGI:1931144,Parva,"parvin, alpha",7,,smooth muscle cell chemotaxis,,,IMP,,J:154437 
MGI:1891832,Patz1,POZ (BTB) and AT hook containing zinc finger 1,11,,negative regulation of endothelial cell migration,is a part of cellular response to glucose stimulus,,IMP,,J:241792 
MGI:2149961,Pawr,"PRKC, apoptosis, WT1, regulator",10,,positive regulation of leukocyte tethering or rolling,,,ISO,RGD:69065 ,J:155856 
MGI:2149961,Pawr,"PRKC, apoptosis, WT1, regulator",10,,positive regulation of neutrophil extravasation,,,ISO,RGD:69065 ,J:155856 
MGI:97487,Pax3,paired box 3,1,,cell migration,happens in forelimb,,IMP,MGI:1856173 ,J:142168 
MGI:97487,Pax3,paired box 3,1,,myoblast migration,"happens in future arm mesenchyme,results in the movement of myoblast",,IMP,MGI:1856173 ,J:90568 
MGI:97487,Pax3,paired box 3,1,,myoblast migration,"happens in future arm mesenchyme,results in the movement of myoblast",,IMP,MGI:2687297 ,J:90568 
MGI:97487,Pax3,paired box 3,1,,myoblast migration,"happens in future arm mesenchyme,results in the movement of myoblast",,IMP,MGI:3047631 ,J:90568 
MGI:97487,Pax3,paired box 3,1,,myoblast migration,"happens in future arm mesenchyme,results in the movement of myoblast",,IMP,MGI:3047632 ,J:90568 
MGI:97487,Pax3,paired box 3,1,,neural crest cell migration,"happens in embryo,results in the movement of migratory neural crest cell",,IMP,MGI:3043030 ,J:93195 
MGI:97490,Pax6,paired box 6,2,,neural crest cell migration,,,ISO,RGD:3258 ,J:155856 
MGI:97490,Pax6,paired box 6,2,,neuron migration,happens in cerebral cortex ventricular layer,,IMP,MGI:1856155 ,J:98620 
MGI:97490,Pax6,paired box 6,2,,neuron migration,,,IMP,,J:266522 
MGI:97490,Pax6,paired box 6,2,,neuron migration,,,ISO,RGD:3258 ,J:155856 
MGI:97490,Pax6,paired box 6,2,,positive regulation of neuron migration,,,ISO,RGD:3258 ,J:155856 
MGI:97490,Pax6,paired box 6,2,,regulation of cell migration,"happens in telencephalon,regulates cell migration",,IMP,MGI:1856155 ,J:146695 
MGI:97490,Pax6,paired box 6,2,,regulation of cell migration,,,IMP,MGI:1856155 ,J:54722 
MGI:97490,Pax6,paired box 6,2,,sensory neuron migration,,,ISO,RGD:3258 ,J:155856 
MGI:1890430,Paxip1,PAX interacting (with transcription-activation domain) protein 1,5,,endothelial cell migration,,,IMP,,J:140559 
MGI:2441670,Pbxip1,pre B cell leukemia transcription factor interacting protein 1,3,,cell migration,happens in chondrocyte,,IMP,,J:270267 
MGI:1277958,Pcm1,pericentriolar material 1,8,,neuron migration,happens in cerebral cortex,,IMP,,J:220804 
MGI:102722,Pcnt,pericentrin (kendrin),10,,neuron migration,results in the movement of neuron,,IMP,MGI:3799303 ,J:158418 
MGI:97515,Pcsk5,proprotein convertase subtilisin/kexin type 5,19,,positive regulation of vascular associated smooth muscle cell migration,,,ISO,RGD:620326 ,J:155856 
MGI:109283,Pdcd6,programmed cell death 6,13,,positive regulation of endothelial cell migration,,,ISO,O75340 ,J:164563 
MGI:1928396,Pdcd10,programmed cell death 10,3,,negative regulation of cell migration involved in sprouting angiogenesis,,,ISO,Q9BUL8 ,J:164563 
MGI:1928396,Pdcd10,programmed cell death 10,3,,positive regulation of cell migration,,,ISO,Q9BUL8 ,J:164563 
MGI:1928396,Pdcd10,programmed cell death 10,3,,"wound healing, spreading of cells",,,ISO,Q9BUL8 ,J:164563 
MGI:99557,Pde4b,"phosphodiesterase 4B, cAMP specific",4,,leukocyte migration,,,IMP,MGI:2181444 ,J:94853 
MGI:99557,Pde4b,"phosphodiesterase 4B, cAMP specific",4,,neutrophil chemotaxis,,,IMP,MGI:2181444 ,J:94853 
MGI:99555,Pde4d,"phosphodiesterase 4D, cAMP specific",13,,neutrophil chemotaxis,,,IMP,MGI:2451168 ,J:94853 
MGI:99555,Pde4d,"phosphodiesterase 4D, cAMP specific",13,,neutrophil migration,results in the movement of neutrophil,,IMP,MGI:2451168 ,J:94853 
MGI:99555,Pde4d,"phosphodiesterase 4D, cAMP specific",13,,positive regulation of smooth muscle cell migration,,,ISO,RGD:3281 ,J:155856 
MGI:97527,Pdgfa,"platelet derived growth factor, alpha",5,,positive regulation of cell migration,,,IBA,PTN000180420 ,J:265628 
MGI:97527,Pdgfa,"platelet derived growth factor, alpha",5,,positive regulation of cell migration,,,ISO,P04085 ,J:164563 
MGI:97527,Pdgfa,"platelet derived growth factor, alpha",5,,positive regulation of metanephric mesenchymal cell migration by platelet-derived growth factor receptor-beta signaling pathway,,,ISO,P04085 ,J:164563 
MGI:97527,Pdgfa,"platelet derived growth factor, alpha",5,,regulation of smooth muscle cell migration,,,ISO,P04085 ,J:164563 
MGI:97528,Pdgfb,"platelet derived growth factor, B polypeptide",15,,cell chemotaxis,,,ISO,P01127 ,J:164563 
MGI:97528,Pdgfb,"platelet derived growth factor, B polypeptide",15,,cell migration,happens in aorta smooth muscle,,IGI,MGI:97306 ,J:109530 
MGI:97528,Pdgfb,"platelet derived growth factor, B polypeptide",15,,fibroblast migration,results in the movement of fibroblast,,IDA,,J:92200 
MGI:97528,Pdgfb,"platelet derived growth factor, B polypeptide",15,,fibroblast migration,results in the movement of fibroblast,,IGI,MGI:1349482 ,J:105981 
MGI:97528,Pdgfb,"platelet derived growth factor, B polypeptide",15,,monocyte chemotaxis,,,ISO,P01127 ,J:164563 
MGI:97528,Pdgfb,"platelet derived growth factor, B polypeptide",15,,negative regulation of vascular associated smooth muscle cell migration,"negatively regulates cell migration,negatively regulates vascular associated smooth muscle cell migration",,IGI,MGI:97306 ,J:109530 
MGI:97528,Pdgfb,"platelet derived growth factor, B polypeptide",15,,positive regulation of blood vessel endothelial cell migration,,,ISO,P01127 ,J:164563 
MGI:97528,Pdgfb,"platelet derived growth factor, B polypeptide",15,,positive regulation of cell migration,,,IBA,PTN000180420 ,J:265628 
MGI:97528,Pdgfb,"platelet derived growth factor, B polypeptide",15,,positive regulation of cell migration,,,ISO,P01127 ,J:164563 
MGI:97528,Pdgfb,"platelet derived growth factor, B polypeptide",15,,positive regulation of endothelial cell chemotaxis by VEGF-activated vascular endothelial growth factor receptor signaling pathway,,,TAS,,J:139512 
MGI:97528,Pdgfb,"platelet derived growth factor, B polypeptide",15,,positive regulation of fibroblast migration,positively regulates fibroblast migration,,IGI,MGI:1349482 ,J:105981 
MGI:97528,Pdgfb,"platelet derived growth factor, B polypeptide",15,,positive regulation of metanephric mesenchymal cell migration,,,ISO,RGD:3283 ,J:155856 
MGI:97528,Pdgfb,"platelet derived growth factor, B polypeptide",15,,positive regulation of metanephric mesenchymal cell migration,,,ISO,P01127 ,J:164563 
MGI:97528,Pdgfb,"platelet derived growth factor, B polypeptide",15,,positive regulation of metanephric mesenchymal cell migration by platelet-derived growth factor receptor-beta signaling pathway,,,ISO,P01127 ,J:164563 
MGI:97528,Pdgfb,"platelet derived growth factor, B polypeptide",15,,positive regulation of smooth muscle cell migration,,,IMP,,J:20328 
MGI:97528,Pdgfb,"platelet derived growth factor, B polypeptide",15,,positive regulation of smooth muscle cell migration,,,ISO,RGD:3283 ,J:155856 
MGI:97528,Pdgfb,"platelet derived growth factor, B polypeptide",15,,positive regulation of smooth muscle cell migration,,,ISO,P01127 ,J:164563 
MGI:97528,Pdgfb,"platelet derived growth factor, B polypeptide",15,,positive regulation of vascular associated smooth muscle cell migration,,,ISO,P01127 ,J:164563 
MGI:97528,Pdgfb,"platelet derived growth factor, B polypeptide",15,,substrate-dependent cell migration,results in the movement of fibroblast,,IDA,,J:92200 
MGI:97528,Pdgfb,"platelet derived growth factor, B polypeptide",15,,vascular associated smooth muscle cell migration,results in the movement of vascular associated smooth muscle cell,,IGI,MGI:97306 ,J:109530 
MGI:1859631,Pdgfc,"platelet-derived growth factor, C polypeptide",3,,positive regulation of cell migration,,,IBA,PTN000180420 ,J:265628 
MGI:1919035,Pdgfd,"platelet-derived growth factor, D polypeptide",9,,positive regulation of cell migration,,,IBA,PTN000180420 ,J:265628 
MGI:1919035,Pdgfd,"platelet-derived growth factor, D polypeptide",9,,positive regulation of monocyte extravasation,,,ISO,RGD:621880 ,J:155856 
MGI:1919035,Pdgfd,"platelet-derived growth factor, D polypeptide",9,,positive regulation of smooth muscle cell chemotaxis,,,ISO,RGD:621880 ,J:155856 
MGI:97530,Pdgfra,"platelet derived growth factor receptor, alpha polypeptide",5,,cell chemotaxis,,,IMP,,J:177243 
MGI:97530,Pdgfra,"platelet derived growth factor receptor, alpha polypeptide",5,,cell chemotaxis,,,ISO,P16234 ,J:164563 
MGI:97530,Pdgfra,"platelet derived growth factor receptor, alpha polypeptide",5,,cell migration,,,IMP,,J:177243 
MGI:97530,Pdgfra,"platelet derived growth factor receptor, alpha polypeptide",5,,positive regulation of cell migration,,,ISO,P16234 ,J:164563 
MGI:97531,Pdgfrb,"platelet derived growth factor receptor, beta polypeptide",18,,cell chemotaxis,,,IBA,PTN002814407 ,J:265628 
MGI:97531,Pdgfrb,"platelet derived growth factor receptor, beta polypeptide",18,,cell chemotaxis,,,ISO,P09619 ,J:164563 
MGI:97531,Pdgfrb,"platelet derived growth factor receptor, beta polypeptide",18,,cell migration,,,ISO,P09619 ,J:164563 
MGI:97531,Pdgfrb,"platelet derived growth factor receptor, beta polypeptide",18,,cell migration involved in coronary angiogenesis,,,IMP,,J:86542 
MGI:97531,Pdgfrb,"platelet derived growth factor receptor, beta polypeptide",18,,cell migration involved in vasculogenesis,,,IMP,,J:86542 
MGI:97531,Pdgfrb,"platelet derived growth factor receptor, beta polypeptide",18,,metanephric mesenchymal cell migration,,,ISO,RGD:3285 ,J:155856 
MGI:97531,Pdgfrb,"platelet derived growth factor receptor, beta polypeptide",18,,positive regulation of cell migration,,,ISO,P09619 ,J:164563 
MGI:97531,Pdgfrb,"platelet derived growth factor receptor, beta polypeptide",18,,positive regulation of metanephric mesenchymal cell migration by platelet-derived growth factor receptor-beta signaling pathway,,,IMP,,J:175150 
MGI:97531,Pdgfrb,"platelet derived growth factor receptor, beta polypeptide",18,,positive regulation of smooth muscle cell migration,,,IBA,PTN002814407 ,J:265628 
MGI:97531,Pdgfrb,"platelet derived growth factor receptor, beta polypeptide",18,,positive regulation of smooth muscle cell migration,,,IGI,Q91ZX7 ,J:153626 
MGI:97531,Pdgfrb,"platelet derived growth factor receptor, beta polypeptide",18,,positive regulation of smooth muscle cell migration,,,IMP,,J:20328 
MGI:97531,Pdgfrb,"platelet derived growth factor receptor, beta polypeptide",18,,positive regulation of smooth muscle cell migration,,,ISO,P09619 ,J:164563 
MGI:97531,Pdgfrb,"platelet derived growth factor receptor, beta polypeptide",18,,smooth muscle cell chemotaxis,,,IGI,Q91ZX7 ,J:153626 
MGI:1919080,Pdilt,"protein disulfide isomerase-like, testis expressed",7,,germ cell migration,"happens in oviduct,results in the movement of sperm",,IMP,MGI:5316367 ,J:182133 
MGI:1860611,Pdlim1,PDZ and LIM domain 1 (elfin),19,,fibroblast migration,,,ISO,RGD:68324 ,J:155856 
MGI:1338068,Pdpk1,3-phosphoinositide dependent protein kinase 1,17,,regulation of endothelial cell migration,,,IMP,,J:134712 
MGI:103098,Pdpn,podoplanin,4,,cell migration,,,IMP,,J:59380 
MGI:103098,Pdpn,podoplanin,4,,positive regulation of cell migration,,,IBA,PTN002933924 ,J:265628 
MGI:103098,Pdpn,podoplanin,4,,positive regulation of cell migration,,,ISO,Q64294 ,J:73065 
MGI:103098,Pdpn,podoplanin,4,,positive regulation of cell migration,,,ISO,Q86YL7 ,J:164563 
